salesorderid,salesreasonid,name,reasontype
67399,1,Price,Other
67399,2,On Promotion,Promotion
67401,1,Price,Other
67401,2,On Promotion,Promotion
67402,1,Price,Other
67403,1,Price,Other
67404,1,Price,Other
67405,1,Price,Other
67405,2,On Promotion,Promotion
67406,1,Price,Other
67407,1,Price,Other
67409,1,Price,Other
67411,1,Price,Other
67411,10,Other,Other
67413,1,Price,Other
67414,1,Price,Other
67414,2,On Promotion,Promotion
67415,1,Price,Other
67416,1,Price,Other
67416,2,On Promotion,Promotion
67418,6,Review,Other
67419,1,Price,Other
67420,1,Price,Other
67421,4,Television  Advertisement,Marketing
67422,1,Price,Other
67423,1,Price,Other
67424,1,Price,Other
67425,1,Price,Other
67426,1,Price,Other
67427,1,Price,Other
67429,1,Price,Other
67430,1,Price,Other
67431,1,Price,Other
67432,1,Price,Other
67433,1,Price,Other
67434,1,Price,Other
67435,1,Price,Other
67435,10,Other,Other
67436,1,Price,Other
67437,1,Price,Other
67438,1,Price,Other
67439,1,Price,Other
67440,1,Price,Other
67441,1,Price,Other
67442,1,Price,Other
67443,1,Price,Other
67444,1,Price,Other
67445,1,Price,Other
67446,1,Price,Other
67447,1,Price,Other
67448,1,Price,Other
67449,1,Price,Other
67450,1,Price,Other
67451,1,Price,Other
67452,1,Price,Other
67453,1,Price,Other
67454,1,Price,Other
67454,2,On Promotion,Promotion
67455,1,Price,Other
67455,2,On Promotion,Promotion
67456,1,Price,Other
67457,1,Price,Other
67458,1,Price,Other
67459,2,On Promotion,Promotion
67461,5,Manufacturer,Other
67462,6,Review,Other
67464,1,Price,Other
67465,2,On Promotion,Promotion
67466,1,Price,Other
67467,1,Price,Other
67469,1,Price,Other
67470,1,Price,Other
67471,2,On Promotion,Promotion
67472,1,Price,Other
67473,1,Price,Other
67476,1,Price,Other
67478,1,Price,Other
67479,1,Price,Other
67479,10,Other,Other
67481,1,Price,Other
67483,1,Price,Other
67484,1,Price,Other
67484,10,Other,Other
67485,1,Price,Other
67486,1,Price,Other
67488,1,Price,Other
67489,6,Review,Other
67490,1,Price,Other
67491,1,Price,Other
67492,1,Price,Other
67493,1,Price,Other
67494,1,Price,Other
67496,1,Price,Other
67497,2,On Promotion,Promotion
67499,1,Price,Other
67500,1,Price,Other
67501,6,Review,Other
67502,1,Price,Other
67503,1,Price,Other
67503,10,Other,Other
67504,1,Price,Other
67506,1,Price,Other
67506,10,Other,Other
67507,1,Price,Other
67508,1,Price,Other
67509,1,Price,Other
67510,4,Television  Advertisement,Marketing
67511,1,Price,Other
67511,10,Other,Other
67512,1,Price,Other
67513,1,Price,Other
67514,1,Price,Other
67515,6,Review,Other
67516,1,Price,Other
67517,1,Price,Other
67518,1,Price,Other
67519,1,Price,Other
67520,1,Price,Other
67521,1,Price,Other
67522,1,Price,Other
67523,1,Price,Other
67524,1,Price,Other
67525,4,Television  Advertisement,Marketing
67526,1,Price,Other
67527,1,Price,Other
67528,1,Price,Other
67528,10,Other,Other
67529,1,Price,Other
67530,1,Price,Other
67531,1,Price,Other
67531,10,Other,Other
67532,1,Price,Other
67532,10,Other,Other
67533,1,Price,Other
67534,1,Price,Other
67535,1,Price,Other
67536,1,Price,Other
67537,1,Price,Other
67538,1,Price,Other
67539,1,Price,Other
67540,1,Price,Other
67541,1,Price,Other
67542,1,Price,Other
67543,1,Price,Other
67544,1,Price,Other
67545,2,On Promotion,Promotion
67546,1,Price,Other
67547,2,On Promotion,Promotion
67548,1,Price,Other
67548,2,On Promotion,Promotion
67549,1,Price,Other
67550,6,Review,Other
67551,1,Price,Other
67552,1,Price,Other
67552,2,On Promotion,Promotion
67553,6,Review,Other
67554,1,Price,Other
67554,2,On Promotion,Promotion
67555,1,Price,Other
67556,1,Price,Other
67557,1,Price,Other
67558,5,Manufacturer,Other
67561,1,Price,Other
67562,1,Price,Other
67564,1,Price,Other
67564,2,On Promotion,Promotion
67564,10,Other,Other
67565,1,Price,Other
67565,2,On Promotion,Promotion
67566,1,Price,Other
67566,2,On Promotion,Promotion
67566,10,Other,Other
67567,1,Price,Other
67568,1,Price,Other
67569,1,Price,Other
67571,1,Price,Other
67572,2,On Promotion,Promotion
67573,5,Manufacturer,Other
67575,5,Manufacturer,Other
67576,1,Price,Other
67577,1,Price,Other
67577,10,Other,Other
67578,6,Review,Other
67579,1,Price,Other
67580,1,Price,Other
67581,1,Price,Other
67582,2,On Promotion,Promotion
67583,1,Price,Other
67584,1,Price,Other
67585,6,Review,Other
67586,1,Price,Other
67587,6,Review,Other
67588,1,Price,Other
67589,1,Price,Other
67590,1,Price,Other
67591,1,Price,Other
67592,1,Price,Other
67593,1,Price,Other
67594,1,Price,Other
67595,1,Price,Other
67596,1,Price,Other
67597,6,Review,Other
67598,1,Price,Other
67599,1,Price,Other
67600,1,Price,Other
67601,1,Price,Other
67602,1,Price,Other
67603,1,Price,Other
67604,1,Price,Other
67605,1,Price,Other
67606,1,Price,Other
67606,10,Other,Other
67607,1,Price,Other
67608,1,Price,Other
67609,1,Price,Other
67610,1,Price,Other
67611,1,Price,Other
67612,1,Price,Other
67613,1,Price,Other
67614,1,Price,Other
67615,1,Price,Other
67616,1,Price,Other
67617,1,Price,Other
67619,1,Price,Other
67620,1,Price,Other
67623,1,Price,Other
67624,1,Price,Other
67626,1,Price,Other
67626,2,On Promotion,Promotion
67626,10,Other,Other
67627,1,Price,Other
67629,2,On Promotion,Promotion
67630,1,Price,Other
67631,1,Price,Other
67631,2,On Promotion,Promotion
67632,1,Price,Other
67633,1,Price,Other
67635,1,Price,Other
67636,2,On Promotion,Promotion
67637,1,Price,Other
67638,1,Price,Other
67638,2,On Promotion,Promotion
67639,1,Price,Other
67640,1,Price,Other
67640,2,On Promotion,Promotion
67641,1,Price,Other
67642,1,Price,Other
67644,5,Manufacturer,Other
67645,1,Price,Other
67646,1,Price,Other
67647,1,Price,Other
67648,6,Review,Other
67649,1,Price,Other
67650,4,Television  Advertisement,Marketing
67651,1,Price,Other
67652,1,Price,Other
67653,1,Price,Other
67654,1,Price,Other
67655,1,Price,Other
67656,1,Price,Other
67657,1,Price,Other
67658,1,Price,Other
67659,1,Price,Other
67660,1,Price,Other
67661,4,Television  Advertisement,Marketing
67662,1,Price,Other
67663,1,Price,Other
67664,1,Price,Other
67665,1,Price,Other
67666,1,Price,Other
67667,6,Review,Other
67668,6,Review,Other
67669,1,Price,Other
67670,1,Price,Other
67671,1,Price,Other
67672,1,Price,Other
67672,10,Other,Other
67674,1,Price,Other
67675,1,Price,Other
67676,1,Price,Other
67677,1,Price,Other
67678,1,Price,Other
67679,1,Price,Other
67680,1,Price,Other
67681,1,Price,Other
67682,1,Price,Other
67682,10,Other,Other
67685,1,Price,Other
67686,1,Price,Other
67687,1,Price,Other
67688,2,On Promotion,Promotion
67689,1,Price,Other
67690,2,On Promotion,Promotion
67692,1,Price,Other
67693,1,Price,Other
67694,1,Price,Other
67694,2,On Promotion,Promotion
67695,1,Price,Other
67696,1,Price,Other
67696,2,On Promotion,Promotion
67697,1,Price,Other
67698,1,Price,Other
67699,1,Price,Other
67700,1,Price,Other
67701,1,Price,Other
67702,1,Price,Other
67703,1,Price,Other
67705,4,Television  Advertisement,Marketing
67706,1,Price,Other
67707,1,Price,Other
67708,1,Price,Other
67709,1,Price,Other
67710,1,Price,Other
67711,1,Price,Other
67712,1,Price,Other
67713,1,Price,Other
67714,1,Price,Other
67715,1,Price,Other
67716,1,Price,Other
67717,1,Price,Other
67718,1,Price,Other
67719,6,Review,Other
67720,1,Price,Other
67721,1,Price,Other
67722,1,Price,Other
67723,1,Price,Other
67723,10,Other,Other
67724,1,Price,Other
67725,1,Price,Other
67725,10,Other,Other
67726,1,Price,Other
67727,1,Price,Other
67728,4,Television  Advertisement,Marketing
67729,1,Price,Other
67729,10,Other,Other
67730,1,Price,Other
67730,10,Other,Other
67731,1,Price,Other
67732,6,Review,Other
67733,2,On Promotion,Promotion
67734,1,Price,Other
67735,1,Price,Other
67735,2,On Promotion,Promotion
67737,1,Price,Other
67738,1,Price,Other
67738,2,On Promotion,Promotion
67739,1,Price,Other
67740,1,Price,Other
67741,1,Price,Other
67741,2,On Promotion,Promotion
67742,1,Price,Other
67746,1,Price,Other
67746,2,On Promotion,Promotion
67747,1,Price,Other
67748,1,Price,Other
67749,5,Manufacturer,Other
67750,1,Price,Other
67750,2,On Promotion,Promotion
67751,1,Price,Other
67751,2,On Promotion,Promotion
67754,1,Price,Other
67754,10,Other,Other
67755,1,Price,Other
67756,1,Price,Other
67759,1,Price,Other
67760,1,Price,Other
67765,1,Price,Other
67766,1,Price,Other
67767,1,Price,Other
67768,4,Television  Advertisement,Marketing
67769,1,Price,Other
67770,1,Price,Other
67771,6,Review,Other
67772,1,Price,Other
67773,1,Price,Other
67774,1,Price,Other
67774,2,On Promotion,Promotion
67775,1,Price,Other
67776,1,Price,Other
67776,2,On Promotion,Promotion
67779,1,Price,Other
67780,2,On Promotion,Promotion
67781,6,Review,Other
67782,1,Price,Other
67783,1,Price,Other
67784,1,Price,Other
67785,1,Price,Other
67786,1,Price,Other
67787,1,Price,Other
67788,1,Price,Other
67789,1,Price,Other
67790,1,Price,Other
67791,1,Price,Other
67791,10,Other,Other
67792,1,Price,Other
67793,1,Price,Other
67794,1,Price,Other
67795,1,Price,Other
67796,1,Price,Other
67797,1,Price,Other
67798,1,Price,Other
67799,1,Price,Other
67800,1,Price,Other
67801,1,Price,Other
67802,1,Price,Other
67803,1,Price,Other
67803,10,Other,Other
67804,1,Price,Other
67805,1,Price,Other
67806,1,Price,Other
67807,1,Price,Other
67807,10,Other,Other
67808,1,Price,Other
67809,1,Price,Other
67810,1,Price,Other
67811,1,Price,Other
67812,1,Price,Other
67813,1,Price,Other
67814,4,Television  Advertisement,Marketing
67815,1,Price,Other
67816,1,Price,Other
67817,2,On Promotion,Promotion
67818,1,Price,Other
67819,1,Price,Other
67820,1,Price,Other
67820,2,On Promotion,Promotion
67823,1,Price,Other
67825,1,Price,Other
67826,1,Price,Other
67828,2,On Promotion,Promotion
67829,2,On Promotion,Promotion
67830,1,Price,Other
67830,10,Other,Other
67831,1,Price,Other
67833,1,Price,Other
67834,2,On Promotion,Promotion
67835,1,Price,Other
67837,2,On Promotion,Promotion
67838,1,Price,Other
67839,1,Price,Other
67839,10,Other,Other
67840,1,Price,Other
67841,1,Price,Other
67841,10,Other,Other
67842,1,Price,Other
67843,1,Price,Other
67844,1,Price,Other
67845,1,Price,Other
67846,1,Price,Other
67847,4,Television  Advertisement,Marketing
67848,1,Price,Other
67848,2,On Promotion,Promotion
67849,1,Price,Other
67850,1,Price,Other
67851,2,On Promotion,Promotion
67852,1,Price,Other
67853,1,Price,Other
67854,1,Price,Other
67855,1,Price,Other
67856,1,Price,Other
67857,1,Price,Other
67858,1,Price,Other
67859,1,Price,Other
67860,1,Price,Other
67861,1,Price,Other
67862,1,Price,Other
67862,10,Other,Other
67863,1,Price,Other
67864,1,Price,Other
67865,1,Price,Other
67866,6,Review,Other
67867,1,Price,Other
67868,1,Price,Other
67869,1,Price,Other
67870,1,Price,Other
67871,1,Price,Other
67872,1,Price,Other
67872,10,Other,Other
67873,1,Price,Other
67874,1,Price,Other
67875,1,Price,Other
67876,1,Price,Other
67877,1,Price,Other
67878,1,Price,Other
67879,1,Price,Other
67879,10,Other,Other
67880,1,Price,Other
67880,10,Other,Other
67881,1,Price,Other
67882,1,Price,Other
67882,10,Other,Other
67883,1,Price,Other
67884,1,Price,Other
67885,1,Price,Other
67886,1,Price,Other
67886,10,Other,Other
67887,1,Price,Other
67888,6,Review,Other
67889,2,On Promotion,Promotion
67890,1,Price,Other
67890,2,On Promotion,Promotion
67891,1,Price,Other
67891,2,On Promotion,Promotion
67891,10,Other,Other
67892,1,Price,Other
67893,1,Price,Other
67894,1,Price,Other
67894,2,On Promotion,Promotion
67896,1,Price,Other
67897,1,Price,Other
67897,2,On Promotion,Promotion
67897,10,Other,Other
67898,1,Price,Other
67898,2,On Promotion,Promotion
67899,6,Review,Other
67900,6,Review,Other
67901,1,Price,Other
67902,1,Price,Other
67903,1,Price,Other
67904,1,Price,Other
67905,1,Price,Other
67906,1,Price,Other
67906,10,Other,Other
67907,1,Price,Other
67907,10,Other,Other
67910,1,Price,Other
67911,1,Price,Other
67912,1,Price,Other
67913,1,Price,Other
67913,10,Other,Other
67914,1,Price,Other
67915,1,Price,Other
67916,1,Price,Other
67917,1,Price,Other
67918,1,Price,Other
67919,1,Price,Other
67920,1,Price,Other
67921,1,Price,Other
67922,1,Price,Other
67923,1,Price,Other
67924,1,Price,Other
67925,1,Price,Other
67926,1,Price,Other
67927,1,Price,Other
67928,1,Price,Other
67929,4,Television  Advertisement,Marketing
67930,1,Price,Other
67931,1,Price,Other
67932,1,Price,Other
67933,1,Price,Other
67934,1,Price,Other
67935,1,Price,Other
67936,1,Price,Other
67937,1,Price,Other
67938,4,Television  Advertisement,Marketing
67939,1,Price,Other
67939,2,On Promotion,Promotion
67940,1,Price,Other
67942,2,On Promotion,Promotion
67944,1,Price,Other
67945,1,Price,Other
67946,1,Price,Other
67946,2,On Promotion,Promotion
67947,1,Price,Other
67947,2,On Promotion,Promotion
67949,1,Price,Other
67950,1,Price,Other
67952,1,Price,Other
67953,1,Price,Other
67954,1,Price,Other
67955,6,Review,Other
67956,1,Price,Other
67958,1,Price,Other
67958,2,On Promotion,Promotion
67959,1,Price,Other
67960,1,Price,Other
67961,2,On Promotion,Promotion
67962,6,Review,Other
67963,6,Review,Other
67964,1,Price,Other
67965,1,Price,Other
67966,1,Price,Other
67966,10,Other,Other
67967,1,Price,Other
67968,1,Price,Other
67969,1,Price,Other
67970,1,Price,Other
67971,1,Price,Other
67972,4,Television  Advertisement,Marketing
67973,1,Price,Other
67974,1,Price,Other
67975,1,Price,Other
67976,1,Price,Other
67977,1,Price,Other
67978,1,Price,Other
67979,1,Price,Other
67980,1,Price,Other
67981,1,Price,Other
67982,1,Price,Other
67983,1,Price,Other
67984,1,Price,Other
67985,1,Price,Other
67986,1,Price,Other
67987,1,Price,Other
67988,1,Price,Other
67988,10,Other,Other
67989,1,Price,Other
67990,6,Review,Other
67991,1,Price,Other
67992,1,Price,Other
67993,1,Price,Other
67994,1,Price,Other
67995,1,Price,Other
67996,1,Price,Other
67997,1,Price,Other
67998,1,Price,Other
67999,1,Price,Other
68000,1,Price,Other
68001,1,Price,Other
68002,1,Price,Other
68003,1,Price,Other
68004,1,Price,Other
68004,10,Other,Other
68005,1,Price,Other
68007,1,Price,Other
68008,1,Price,Other
68009,1,Price,Other
68009,2,On Promotion,Promotion
68010,2,On Promotion,Promotion
68011,2,On Promotion,Promotion
68012,1,Price,Other
68013,1,Price,Other
68013,2,On Promotion,Promotion
68013,10,Other,Other
68014,1,Price,Other
68016,1,Price,Other
68016,2,On Promotion,Promotion
68018,1,Price,Other
68019,1,Price,Other
68019,2,On Promotion,Promotion
68020,1,Price,Other
68023,1,Price,Other
68023,2,On Promotion,Promotion
68024,1,Price,Other
68026,1,Price,Other
68028,1,Price,Other
68030,1,Price,Other
68031,1,Price,Other
68032,4,Television  Advertisement,Marketing
68033,1,Price,Other
68034,1,Price,Other
68035,1,Price,Other
68036,1,Price,Other
68037,1,Price,Other
68038,1,Price,Other
68039,1,Price,Other
68039,10,Other,Other
68040,1,Price,Other
68041,1,Price,Other
68042,1,Price,Other
68043,1,Price,Other
68044,1,Price,Other
68045,1,Price,Other
68046,1,Price,Other
68047,1,Price,Other
68048,1,Price,Other
68049,1,Price,Other
68049,10,Other,Other
68050,1,Price,Other
68051,1,Price,Other
68052,1,Price,Other
68053,1,Price,Other
68054,4,Television  Advertisement,Marketing
68055,1,Price,Other
68056,1,Price,Other
68057,1,Price,Other
68058,1,Price,Other
68059,1,Price,Other
68059,10,Other,Other
68060,1,Price,Other
68061,6,Review,Other
68063,1,Price,Other
68064,1,Price,Other
68065,2,On Promotion,Promotion
68066,1,Price,Other
68067,1,Price,Other
68069,1,Price,Other
68070,2,On Promotion,Promotion
68072,2,On Promotion,Promotion
68073,1,Price,Other
68075,1,Price,Other
68075,2,On Promotion,Promotion
68075,10,Other,Other
68078,1,Price,Other
68079,6,Review,Other
68080,2,On Promotion,Promotion
68081,1,Price,Other
68082,1,Price,Other
68083,1,Price,Other
68083,10,Other,Other
68084,5,Manufacturer,Other
68085,1,Price,Other
68086,5,Manufacturer,Other
68087,5,Manufacturer,Other
68088,1,Price,Other
68088,2,On Promotion,Promotion
68089,1,Price,Other
68090,1,Price,Other
68091,4,Television  Advertisement,Marketing
68092,1,Price,Other
68093,1,Price,Other
68094,1,Price,Other
68095,4,Television  Advertisement,Marketing
68096,1,Price,Other
68097,1,Price,Other
68097,2,On Promotion,Promotion
68098,1,Price,Other
68099,2,On Promotion,Promotion
68101,1,Price,Other
68101,2,On Promotion,Promotion
68102,1,Price,Other
68103,1,Price,Other
68104,1,Price,Other
68105,1,Price,Other
68106,1,Price,Other
68107,1,Price,Other
68107,10,Other,Other
68108,1,Price,Other
68109,1,Price,Other
68110,1,Price,Other
68110,10,Other,Other
68111,1,Price,Other
68111,10,Other,Other
68112,4,Television  Advertisement,Marketing
68113,1,Price,Other
68114,6,Review,Other
68115,1,Price,Other
68117,1,Price,Other
68118,1,Price,Other
68119,1,Price,Other
68120,1,Price,Other
68121,1,Price,Other
68122,1,Price,Other
68123,1,Price,Other
68124,1,Price,Other
68125,1,Price,Other
68126,1,Price,Other
68127,1,Price,Other
68128,1,Price,Other
68128,10,Other,Other
68129,1,Price,Other
68130,2,On Promotion,Promotion
68131,1,Price,Other
68132,1,Price,Other
68133,1,Price,Other
68134,1,Price,Other
68134,2,On Promotion,Promotion
68135,1,Price,Other
68136,1,Price,Other
68137,1,Price,Other
68138,1,Price,Other
68139,5,Manufacturer,Other
68140,1,Price,Other
68140,2,On Promotion,Promotion
68143,1,Price,Other
68144,1,Price,Other
68145,6,Review,Other
68146,1,Price,Other
68147,1,Price,Other
68147,2,On Promotion,Promotion
68149,1,Price,Other
68150,6,Review,Other
68151,1,Price,Other
68152,1,Price,Other
68153,1,Price,Other
68154,1,Price,Other
68155,1,Price,Other
68156,1,Price,Other
68157,1,Price,Other
68158,1,Price,Other
68159,1,Price,Other
68161,1,Price,Other
68162,1,Price,Other
68163,1,Price,Other
68164,1,Price,Other
68165,1,Price,Other
68166,1,Price,Other
68167,1,Price,Other
68168,1,Price,Other
68168,10,Other,Other
68169,1,Price,Other
68170,4,Television  Advertisement,Marketing
68170,10,Other,Other
68171,1,Price,Other
68171,10,Other,Other
68172,1,Price,Other
68173,1,Price,Other
68174,1,Price,Other
68175,1,Price,Other
68176,1,Price,Other
68177,1,Price,Other
68178,6,Review,Other
68179,6,Review,Other
68180,1,Price,Other
68181,1,Price,Other
68182,1,Price,Other
68183,1,Price,Other
68183,10,Other,Other
68184,1,Price,Other
68185,1,Price,Other
68186,1,Price,Other
68187,1,Price,Other
68188,1,Price,Other
68188,2,On Promotion,Promotion
68191,2,On Promotion,Promotion
68193,1,Price,Other
68194,1,Price,Other
68197,1,Price,Other
68197,2,On Promotion,Promotion
68198,1,Price,Other
68199,1,Price,Other
68200,1,Price,Other
68200,10,Other,Other
68201,1,Price,Other
68202,1,Price,Other
68203,1,Price,Other
68205,1,Price,Other
68206,1,Price,Other
68207,1,Price,Other
68208,1,Price,Other
68209,1,Price,Other
68210,1,Price,Other
68211,1,Price,Other
68212,1,Price,Other
68213,1,Price,Other
68214,1,Price,Other
68215,1,Price,Other
68216,1,Price,Other
68217,1,Price,Other
68218,1,Price,Other
68219,1,Price,Other
68220,1,Price,Other
68221,1,Price,Other
68222,1,Price,Other
68223,1,Price,Other
68224,1,Price,Other
68225,1,Price,Other
68226,1,Price,Other
68227,1,Price,Other
68228,1,Price,Other
68229,1,Price,Other
68230,1,Price,Other
68231,1,Price,Other
68232,1,Price,Other
68233,1,Price,Other
68234,1,Price,Other
68235,1,Price,Other
68236,1,Price,Other
68237,1,Price,Other
68238,1,Price,Other
68238,10,Other,Other
68239,1,Price,Other
68241,1,Price,Other
68242,2,On Promotion,Promotion
68243,1,Price,Other
68244,2,On Promotion,Promotion
68245,6,Review,Other
68246,1,Price,Other
68247,1,Price,Other
68248,1,Price,Other
68248,2,On Promotion,Promotion
68249,1,Price,Other
68251,1,Price,Other
68252,1,Price,Other
68253,2,On Promotion,Promotion
68256,1,Price,Other
68256,2,On Promotion,Promotion
68257,1,Price,Other
68257,10,Other,Other
68258,1,Price,Other
68260,1,Price,Other
68261,1,Price,Other
68262,1,Price,Other
68264,1,Price,Other
68264,10,Other,Other
68265,1,Price,Other
68266,1,Price,Other
68268,4,Television  Advertisement,Marketing
68269,1,Price,Other
68270,1,Price,Other
68271,1,Price,Other
68272,1,Price,Other
68273,1,Price,Other
68274,1,Price,Other
68275,1,Price,Other
68277,1,Price,Other
68278,1,Price,Other
68278,2,On Promotion,Promotion
68279,1,Price,Other
68280,1,Price,Other
68280,2,On Promotion,Promotion
68281,1,Price,Other
68282,1,Price,Other
68283,1,Price,Other
68284,1,Price,Other
68285,4,Television  Advertisement,Marketing
68286,1,Price,Other
68287,1,Price,Other
68288,1,Price,Other
68289,1,Price,Other
68289,10,Other,Other
68290,1,Price,Other
68291,4,Television  Advertisement,Marketing
68291,10,Other,Other
68292,1,Price,Other
68292,10,Other,Other
68293,1,Price,Other
68294,1,Price,Other
68295,1,Price,Other
68296,1,Price,Other
68297,1,Price,Other
68298,1,Price,Other
68299,1,Price,Other
68301,1,Price,Other
68302,1,Price,Other
68303,1,Price,Other
68304,1,Price,Other
68305,1,Price,Other
68306,1,Price,Other
68306,10,Other,Other
68307,1,Price,Other
68308,1,Price,Other
68309,1,Price,Other
68310,1,Price,Other
68311,1,Price,Other
68312,1,Price,Other
68313,1,Price,Other
68314,1,Price,Other
68315,1,Price,Other
68315,10,Other,Other
68316,1,Price,Other
68317,1,Price,Other
68318,1,Price,Other
68319,4,Television  Advertisement,Marketing
68320,1,Price,Other
68321,1,Price,Other
68322,1,Price,Other
68324,1,Price,Other
68325,1,Price,Other
68325,2,On Promotion,Promotion
68326,1,Price,Other
68327,1,Price,Other
68327,2,On Promotion,Promotion
68329,2,On Promotion,Promotion
68330,1,Price,Other
68330,2,On Promotion,Promotion
68331,2,On Promotion,Promotion
68332,5,Manufacturer,Other
68333,1,Price,Other
68337,1,Price,Other
68338,6,Review,Other
68339,1,Price,Other
68339,2,On Promotion,Promotion
68340,1,Price,Other
68341,1,Price,Other
68341,10,Other,Other
68342,1,Price,Other
68342,10,Other,Other
68343,1,Price,Other
68344,1,Price,Other
68345,4,Television  Advertisement,Marketing
68346,4,Television  Advertisement,Marketing
68347,1,Price,Other
68350,2,On Promotion,Promotion
68351,1,Price,Other
68352,1,Price,Other
68353,1,Price,Other
68354,1,Price,Other
68355,4,Television  Advertisement,Marketing
68355,10,Other,Other
68356,1,Price,Other
68357,1,Price,Other
68358,1,Price,Other
68359,1,Price,Other
68360,6,Review,Other
68361,1,Price,Other
68362,1,Price,Other
68363,1,Price,Other
68364,1,Price,Other
68365,1,Price,Other
68366,1,Price,Other
68367,1,Price,Other
68368,1,Price,Other
68369,1,Price,Other
68370,1,Price,Other
68371,1,Price,Other
68372,1,Price,Other
68373,1,Price,Other
68374,1,Price,Other
68375,1,Price,Other
68376,1,Price,Other
68379,1,Price,Other
68380,1,Price,Other
68381,1,Price,Other
68382,1,Price,Other
68383,1,Price,Other
68384,1,Price,Other
68387,6,Review,Other
68388,1,Price,Other
68389,1,Price,Other
68390,1,Price,Other
68391,1,Price,Other
68391,2,On Promotion,Promotion
68392,2,On Promotion,Promotion
68393,1,Price,Other
68394,1,Price,Other
68394,2,On Promotion,Promotion
68396,2,On Promotion,Promotion
68397,1,Price,Other
68398,1,Price,Other
68399,6,Review,Other
68400,1,Price,Other
68400,2,On Promotion,Promotion
68402,1,Price,Other
68403,1,Price,Other
68404,1,Price,Other
68404,10,Other,Other
68405,1,Price,Other
68406,1,Price,Other
68407,1,Price,Other
68408,1,Price,Other
68409,1,Price,Other
68409,2,On Promotion,Promotion
68410,1,Price,Other
68410,2,On Promotion,Promotion
68411,1,Price,Other
68412,6,Review,Other
68413,1,Price,Other
68414,1,Price,Other
68415,1,Price,Other
68416,1,Price,Other
68417,1,Price,Other
68418,1,Price,Other
68419,1,Price,Other
68420,1,Price,Other
68421,1,Price,Other
68422,1,Price,Other
68423,1,Price,Other
68423,10,Other,Other
68424,1,Price,Other
68425,1,Price,Other
68426,1,Price,Other
68427,1,Price,Other
68428,1,Price,Other
68429,1,Price,Other
68430,1,Price,Other
68431,1,Price,Other
68432,1,Price,Other
68432,10,Other,Other
68433,1,Price,Other
68434,1,Price,Other
68435,1,Price,Other
68436,1,Price,Other
68437,1,Price,Other
68438,1,Price,Other
68438,10,Other,Other
68439,1,Price,Other
68440,1,Price,Other
68440,2,On Promotion,Promotion
68441,1,Price,Other
68442,1,Price,Other
68444,1,Price,Other
68445,1,Price,Other
68447,1,Price,Other
68448,1,Price,Other
68449,1,Price,Other
68449,2,On Promotion,Promotion
68449,10,Other,Other
68450,1,Price,Other
68453,1,Price,Other
68457,1,Price,Other
68460,1,Price,Other
68461,1,Price,Other
68462,1,Price,Other
68463,1,Price,Other
68463,10,Other,Other
68464,1,Price,Other
68465,1,Price,Other
68466,1,Price,Other
68467,1,Price,Other
68467,2,On Promotion,Promotion
68468,1,Price,Other
68469,6,Review,Other
68470,6,Review,Other
68471,1,Price,Other
68472,1,Price,Other
68473,1,Price,Other
68473,10,Other,Other
68474,1,Price,Other
68475,1,Price,Other
68476,1,Price,Other
68477,1,Price,Other
68478,1,Price,Other
68478,10,Other,Other
68480,1,Price,Other
68481,1,Price,Other
68482,1,Price,Other
68482,10,Other,Other
68483,1,Price,Other
68484,1,Price,Other
68485,1,Price,Other
68486,1,Price,Other
68487,1,Price,Other
68488,1,Price,Other
68489,1,Price,Other
68490,1,Price,Other
68491,1,Price,Other
68492,1,Price,Other
68493,1,Price,Other
68494,1,Price,Other
68495,1,Price,Other
68496,1,Price,Other
68497,1,Price,Other
68497,10,Other,Other
68498,1,Price,Other
68498,10,Other,Other
68499,1,Price,Other
68500,4,Television  Advertisement,Marketing
68501,1,Price,Other
68502,1,Price,Other
68503,1,Price,Other
68504,1,Price,Other
68505,1,Price,Other
68506,4,Television  Advertisement,Marketing
68507,1,Price,Other
68508,1,Price,Other
68509,1,Price,Other
68510,1,Price,Other
68511,1,Price,Other
68511,2,On Promotion,Promotion
68512,1,Price,Other
68512,2,On Promotion,Promotion
68513,1,Price,Other
68513,2,On Promotion,Promotion
68514,1,Price,Other
68515,1,Price,Other
68515,2,On Promotion,Promotion
68516,1,Price,Other
68517,6,Review,Other
68518,1,Price,Other
68519,1,Price,Other
68519,2,On Promotion,Promotion
68519,10,Other,Other
68520,1,Price,Other
68521,1,Price,Other
68521,2,On Promotion,Promotion
68521,10,Other,Other
68522,1,Price,Other
68523,1,Price,Other
68524,1,Price,Other
68524,2,On Promotion,Promotion
68526,5,Manufacturer,Other
68527,1,Price,Other
68527,2,On Promotion,Promotion
68528,1,Price,Other
68529,1,Price,Other
68529,2,On Promotion,Promotion
68530,1,Price,Other
68530,2,On Promotion,Promotion
68532,1,Price,Other
68533,1,Price,Other
68534,1,Price,Other
68535,1,Price,Other
68536,1,Price,Other
68537,1,Price,Other
68538,1,Price,Other
68538,2,On Promotion,Promotion
68539,5,Manufacturer,Other
68540,1,Price,Other
68541,1,Price,Other
68542,6,Review,Other
68543,1,Price,Other
68544,6,Review,Other
68545,1,Price,Other
68546,2,On Promotion,Promotion
68548,2,On Promotion,Promotion
68549,1,Price,Other
68550,1,Price,Other
68550,2,On Promotion,Promotion
68551,1,Price,Other
