customerid,personid,storeid,territoryid,rowguid,modifieddate
28831,11922,None,4,f74957a1-aff0-4aae-aba5-ecdbf94fbe4e,2014-09-12 11:15:07.263000
28832,18962,None,6,22de0532-11a5-4142-bde7-d15c41ef37fd,2014-09-12 11:15:07.263000
28833,12054,None,1,d596376c-5d00-4f13-a343-bf1ac8a9fbd2,2014-09-12 11:15:07.263000
28834,10678,None,6,a76b3e51-28df-4ed2-9ce5-4d7c0b1d9bca,2014-09-12 11:15:07.263000
28835,16091,None,4,042c9ee1-54b5-40ec-9f85-207b0e00df18,2014-09-12 11:15:07.263000
28836,3695,None,6,38ec6508-ecf9-40f1-accc-d40b4b9bf753,2014-09-12 11:15:07.263000
28837,11835,None,6,1d25278b-4bd1-46e7-8436-f98522f7b49b,2014-09-12 11:15:07.263000
28838,19845,None,1,dc75bdfd-f36b-4cdb-8a25-768483d7ad34,2014-09-12 11:15:07.263000
28839,15563,None,1,5ea6bd21-0c6a-4fce-8d5b-7bf985d1e702,2014-09-12 11:15:07.263000
28840,17520,None,4,c235b5a4-f832-4076-bc96-f1642c060227,2014-09-12 11:15:07.263000
28841,6012,None,4,a8f94810-4e0d-43ff-8775-33b82f0b6842,2014-09-12 11:15:07.263000
28842,19901,None,4,37c24004-0220-4de5-b7bc-176c804c30ae,2014-09-12 11:15:07.263000
28843,20278,None,4,12c4ef30-ac6e-425b-95cf-956ebd64054d,2014-09-12 11:15:07.263000
28844,19500,None,4,44e282a2-32e6-4d33-bc6f-60a95a5ab5e0,2014-09-12 11:15:07.263000
28845,20635,None,1,078ddd2a-d6e4-494a-b5eb-30796a20a21b,2014-09-12 11:15:07.263000
28846,19750,None,4,ccc1ee9f-a49d-4df2-bf13-34dc9d318f96,2014-09-12 11:15:07.263000
28847,4489,None,4,9d6a8e6e-7d8e-4510-9f30-9355d01d0a4d,2014-09-12 11:15:07.263000
28848,6617,None,6,0580e10e-d144-4a78-afc2-815826ee7eb3,2014-09-12 11:15:07.263000
28849,15107,None,1,40cb6529-68f1-4f29-b3e7-305774a2cd57,2014-09-12 11:15:07.263000
28850,19138,None,6,ac15b07a-8d82-452e-b608-5c3112c1c53d,2014-09-12 11:15:07.263000
28851,4125,None,1,6557656a-86c8-463b-be58-4d1017b15c31,2014-09-12 11:15:07.263000
28852,7882,None,1,6b06300b-1d22-4a64-a781-3c3fd24ad34c,2014-09-12 11:15:07.263000
28853,4072,None,1,55136393-60e0-441d-8cf8-402228ed9336,2014-09-12 11:15:07.263000
28854,11203,None,1,62538166-1478-4ac0-8f85-530fb0698756,2014-09-12 11:15:07.263000
28855,10046,None,4,e689dc1d-d1d1-402c-b6cf-b71df5a4c65f,2014-09-12 11:15:07.263000
28856,5122,None,1,cbaf1ba5-3fa9-42cd-a894-f064cc87bc80,2014-09-12 11:15:07.263000
28857,18812,None,4,e6864c09-a72e-4397-ac66-53b0296c847a,2014-09-12 11:15:07.263000
28858,12914,None,4,a081eb67-9cbb-446c-ac23-1c639b75c6ab,2014-09-12 11:15:07.263000
28859,5374,None,1,69a2d27d-3cdf-4b47-bac9-e6c0a43b4aac,2014-09-12 11:15:07.263000
28860,4704,None,4,8f02edbf-097c-4d13-bcbf-2a798ade91ba,2014-09-12 11:15:07.263000
28861,10740,None,1,40486eec-ce63-42e2-ae7c-b9f02b9fa2ef,2014-09-12 11:15:07.263000
28862,8298,None,1,785e5cc8-65bb-46e5-9209-d9cda845e7b8,2014-09-12 11:15:07.263000
28863,8734,None,1,9b0c2dbf-1c16-4a39-9345-2cec67b0d011,2014-09-12 11:15:07.263000
28864,2694,None,4,cd4afe9f-d770-48f4-97b0-364e708a7e62,2014-09-12 11:15:07.263000
28865,15418,None,4,ea28d73b-d0ba-462a-8a60-7883af66af8a,2014-09-12 11:15:07.263000
28866,16867,None,4,21530441-3535-4ca3-b68c-0d0398b854fb,2014-09-12 11:15:07.263000
28867,11281,None,4,ecb0667b-6f0a-461c-a905-ac65b1e3a7f6,2014-09-12 11:15:07.263000
28868,5414,None,4,f9715729-b43c-4e2b-bb20-5ef1afbc8eec,2014-09-12 11:15:07.263000
28869,2399,None,1,bcfdd3d9-3e00-4eaf-8251-2bdd9affc4a2,2014-09-12 11:15:07.263000
28870,14067,None,1,b025621b-41e7-4ddb-9fef-23eef1f5d592,2014-09-12 11:15:07.263000
28871,19827,None,1,f386de75-cc43-4910-9db9-01444314536e,2014-09-12 11:15:07.263000
28872,12084,None,9,7577e996-b65c-430b-ab96-15358e956323,2014-09-12 11:15:07.263000
28873,13279,None,4,1f866bff-0780-4e45-9beb-97df3dbd4b30,2014-09-12 11:15:07.263000
28874,7919,None,1,e43696bd-cb72-470d-8ff9-c487e63f4255,2014-09-12 11:15:07.263000
28875,1771,None,7,6498969d-2c3d-4212-8d25-b1591588eaeb,2014-09-12 11:15:07.263000
28876,17434,None,8,31a21806-47e1-49c6-8952-4096ac8a173e,2014-09-12 11:15:07.263000
28877,10992,None,10,72a9f293-802c-4137-8d67-91f3bb3809d6,2014-09-12 11:15:07.263000
28878,4692,None,10,b07c0478-673c-4ae1-862e-f8297fc8f579,2014-09-12 11:15:07.263000
28879,13180,None,10,aefa3634-c588-483a-94be-3b4506ad158a,2014-09-12 11:15:07.263000
28880,14281,None,10,a8a0407f-3359-4816-b27b-9b7dd878bec9,2014-09-12 11:15:07.263000
28881,15833,None,7,da698461-45b4-4914-812b-16d7a3487d68,2014-09-12 11:15:07.263000
28882,8608,None,7,50134508-4dc5-4592-ad8e-846a3666b195,2014-09-12 11:15:07.263000
28883,6683,None,10,347e9b0d-80e6-4266-8ec8-8ae6f51ef66f,2014-09-12 11:15:07.263000
28884,14765,None,10,a4d55c77-bf5c-4752-b4d7-fda3c8c903c7,2014-09-12 11:15:07.263000
28885,3079,None,7,3cfea75e-4b6b-4207-a981-f2e838fde9a8,2014-09-12 11:15:07.263000
28886,8320,None,7,90da097c-ae19-42e9-a315-99c282df00d3,2014-09-12 11:15:07.263000
28887,19166,None,8,95c011e0-4b64-4945-ac11-274dcaab6cd7,2014-09-12 11:15:07.263000
28888,16290,None,7,a2fdbe4a-ab80-4a58-93d0-d468ec25abb2,2014-09-12 11:15:07.263000
28889,16672,None,8,b85b0aef-e411-463b-82da-f01f884f8621,2014-09-12 11:15:07.263000
28890,12939,None,8,25a8d97c-ebbe-417a-bcc4-08093d0c6dbb,2014-09-12 11:15:07.263000
28891,11383,None,10,3b2e58ee-91a7-4367-a3e9-67c1d67a8a64,2014-09-12 11:15:07.263000
28892,7082,None,10,390f7633-8fef-4b52-916d-de5644c4e453,2014-09-12 11:15:07.263000
28893,5566,None,7,e701210f-9ec1-4d5a-985f-dd32ca0baa80,2014-09-12 11:15:07.263000
28894,9054,None,7,fa983959-647f-4edd-a577-c334f740874a,2014-09-12 11:15:07.263000
28895,17130,None,8,e90b352c-fcce-47b1-8eab-fbba28d1e16c,2014-09-12 11:15:07.263000
28896,4231,None,10,16699492-640d-421a-9e40-d3009d95f6d9,2014-09-12 11:15:07.263000
28897,20504,None,7,c83d72d0-0eb5-49f2-aea1-acd1a9571333,2014-09-12 11:15:07.263000
28898,8129,None,10,fd19965c-aed9-478d-84f2-c855c8843de8,2014-09-12 11:15:07.263000
28899,12568,None,10,926755de-721a-418f-ba6d-d5fb3f7d4f8d,2014-09-12 11:15:07.263000
28900,19838,None,8,1329317c-3545-4991-a796-92dd8bd90b61,2014-09-12 11:15:07.263000
28901,4930,None,8,3c35effb-bb9f-49f1-8a08-77a9263b8fbf,2014-09-12 11:15:07.263000
28902,5049,None,8,747ca098-19b1-481c-a816-e9f08cc583f4,2014-09-12 11:15:07.263000
28903,16550,None,10,70fc13ef-0835-43f4-9dc0-0f3d29caf8f7,2014-09-12 11:15:07.263000
28904,13882,None,7,ff7efb87-d165-4645-beef-a95999786e86,2014-09-12 11:15:07.263000
28905,2927,None,7,97793047-b8d3-4434-bf9e-56e0cbd7cad6,2014-09-12 11:15:07.263000
28906,6526,None,7,67759b58-f952-4384-a38d-eb463c512800,2014-09-12 11:15:07.263000
28907,13594,None,10,a6c7f46b-c51d-4fcd-b68f-8d9e202ef708,2014-09-12 11:15:07.263000
28908,7473,None,10,5a651345-2875-463a-8b18-e6dfb8b99a8f,2014-09-12 11:15:07.263000
28909,4219,None,7,02263bd3-bccf-42ee-b375-58e566065612,2014-09-12 11:15:07.263000
28910,16711,None,7,45ab9dc8-19ee-4b27-9f9a-801ac4df882a,2014-09-12 11:15:07.263000
28911,7943,None,7,4d417458-bf3a-47f0-8ea1-625c4be225d5,2014-09-12 11:15:07.263000
28912,12498,None,7,a5fb4715-511d-4bbd-bf3f-8c30401bda39,2014-09-12 11:15:07.263000
28913,14205,None,10,79dd09ef-fd89-4914-83f9-4bb3c301ee9a,2014-09-12 11:15:07.263000
28914,19804,None,10,5ea3e4c7-ee74-4bc9-985f-ec56b0bfb939,2014-09-12 11:15:07.263000
28915,17045,None,7,4ff00ab0-f723-4e07-bb6c-6d40bd62b5f9,2014-09-12 11:15:07.263000
28916,19917,None,10,c7ace47d-bcec-460c-b3c9-499d90d5fe7b,2014-09-12 11:15:07.263000
28917,17656,None,7,26b65e7a-ba4a-4311-986f-b3483f77efd6,2014-09-12 11:15:07.263000
28918,15065,None,10,16506e3b-1b3e-47e1-96d8-d7148c0fb0a1,2014-09-12 11:15:07.263000
28919,17351,None,7,4b86a14e-264d-4a6c-8dd9-5f0a26770e07,2014-09-12 11:15:07.263000
28920,15000,None,8,2b51dcd9-bfa9-440f-8948-bc91e509ee72,2014-09-12 11:15:07.263000
28921,20444,None,10,b1e4cb5f-1b35-49bb-b116-594f2ee80f1e,2014-09-12 11:15:07.263000
28922,18004,None,9,bda87db5-10e0-4481-8191-c33898529a28,2014-09-12 11:15:07.263000
28923,14790,None,9,a26cd1df-ab97-4bb7-89fb-b054009a17c7,2014-09-12 11:15:07.263000
28924,2890,None,9,5a5f1cf2-58f8-454d-a94f-ef77f803078d,2014-09-12 11:15:07.263000
28925,12013,None,9,761ef9fe-fd40-4e4c-8891-e822734ee9b7,2014-09-12 11:15:07.263000
28926,14779,None,9,1c6bddc8-a9db-454b-9259-b18657835e96,2014-09-12 11:15:07.263000
28927,8022,None,9,b51ff111-dbb9-43b3-8e87-2b775c199f87,2014-09-12 11:15:07.263000
28928,17705,None,9,7faf8b4c-dced-4ee0-90b5-f55f12844e7a,2014-09-12 11:15:07.263000
28929,10067,None,9,02e35b87-f52b-43ad-ad4b-5850f52c7bfb,2014-09-12 11:15:07.263000
28930,2901,None,9,072ee037-8ab9-41e0-9073-d41b329f64e7,2014-09-12 11:15:07.263000
28931,10215,None,9,b2115391-0175-49f8-84cf-e98c91b90205,2014-09-12 11:15:07.263000
28932,11760,None,9,507fbb50-a2e0-4739-af09-e97494fbe39d,2014-09-12 11:15:07.263000
28933,12340,None,9,e5e901af-4d93-4158-8a8c-be69ad529af5,2014-09-12 11:15:07.263000
28934,17021,None,9,bc4e2eae-c90b-46a2-9caf-98c10500f501,2014-09-12 11:15:07.263000
28935,6667,None,9,f3db51fe-7de8-4054-8e1e-d62aee05bb5d,2014-09-12 11:15:07.263000
28936,3515,None,9,21a64ff9-ca9a-484f-b7be-918e5be74d0f,2014-09-12 11:15:07.263000
28937,4228,None,9,a5c276ea-20e9-420c-9d22-0ed70e83cb48,2014-09-12 11:15:07.263000
28938,12466,None,9,0f19c687-9d39-48bf-b62b-6ccfff908569,2014-09-12 11:15:07.263000
28939,20141,None,9,3e310c07-aac8-4851-bcc2-b3bf9049d24f,2014-09-12 11:15:07.263000
28940,6322,None,9,ae70a708-eb28-4210-8839-6cda00f25e63,2014-09-12 11:15:07.263000
28941,9787,None,9,256eb33d-eeeb-4137-88b4-2b98b4d05c22,2014-09-12 11:15:07.263000
28942,7878,None,9,a683e08a-877c-4cc9-8fca-708081788e8f,2014-09-12 11:15:07.263000
28943,10935,None,9,1bb9e2b6-70de-41ab-a362-958c2a5e3d9e,2014-09-12 11:15:07.263000
28944,18888,None,9,692ee9c4-4532-431d-a5c9-122b9eafa02e,2014-09-12 11:15:07.263000
28945,12860,None,9,799a97d9-8d9e-4fce-809a-3bfd2409b506,2014-09-12 11:15:07.263000
28946,18334,None,9,29fa61ca-ced8-4d04-9a05-12eec8c62509,2014-09-12 11:15:07.263000
28947,9305,None,9,ec85c0bf-332c-41e8-aa3e-09cbaff3c187,2014-09-12 11:15:07.263000
28948,17500,None,9,924f5b5b-511a-48b2-ac02-e2a454f5fa37,2014-09-12 11:15:07.263000
28949,14871,None,9,58d24651-1943-4179-b4a9-3010cef27182,2014-09-12 11:15:07.263000
28950,16953,None,9,78be50c1-96a6-4419-bb14-2289aa1cc1e4,2014-09-12 11:15:07.263000
28951,19565,None,9,4026dcc7-87e0-40f6-8583-4a300c1e0721,2014-09-12 11:15:07.263000
28952,9835,None,9,575f3eb4-23b7-4fda-b80b-0ecd61a85626,2014-09-12 11:15:07.263000
28953,4749,None,9,0d762e23-eba4-4206-bb9f-f3ec705fa943,2014-09-12 11:15:07.263000
28954,12718,None,9,9f35e674-37d6-4b53-8cf5-2afa6e3f9d57,2014-09-12 11:15:07.263000
28955,7987,None,9,ce265a4c-7e96-43be-86ec-86b49fd6fb78,2014-09-12 11:15:07.263000
28956,12309,None,9,20525e0a-314f-41ca-8374-75700c9afd9e,2014-09-12 11:15:07.263000
28957,4590,None,9,c04e254e-488e-4a41-990c-b432a2178d3e,2014-09-12 11:15:07.263000
28958,18175,None,9,811357d0-f50c-437d-91b2-16ea8ec8d478,2014-09-12 11:15:07.263000
28959,15635,None,9,d2ec347e-6eec-4fae-882b-ef79f234148c,2014-09-12 11:15:07.263000
28960,6363,None,9,b2029558-c50d-411a-90d4-8be73707c6dc,2014-09-12 11:15:07.263000
28961,14541,None,9,97948e27-0319-49a9-bf3b-db2371e82087,2014-09-12 11:15:07.263000
28962,4054,None,9,39d028cd-f66a-4dd7-8fa0-b39f3d79d7e4,2014-09-12 11:15:07.263000
28963,11761,None,9,d866774f-2234-42b0-a85a-d253d35ff035,2014-09-12 11:15:07.263000
28964,12843,None,6,5d403ea1-ce78-488c-bdeb-85e3e6432bac,2014-09-12 11:15:07.263000
28965,9018,None,1,b3bf04d1-15d4-4e3b-93e3-6186de0288d4,2014-09-12 11:15:07.263000
28966,4893,None,4,a5c3b788-ac2f-48e3-bdae-08f1db01a1eb,2014-09-12 11:15:07.263000
28967,3463,None,4,641fd1d5-b7d6-4088-9912-9e2908cf5b30,2014-09-12 11:15:07.263000
28968,14978,None,4,9df19765-f6d5-4af3-b539-9ab4f5649cf4,2014-09-12 11:15:07.263000
28969,13744,None,1,2f41e770-264d-48c4-aaeb-386d8ac614ee,2014-09-12 11:15:07.263000
28970,8186,None,1,78afa1f5-6a08-47fb-8e14-1543fe1c2463,2014-09-12 11:15:07.263000
28971,5423,None,1,c5ed35fe-fb5f-4218-b62b-d5dbfa1ec39e,2014-09-12 11:15:07.263000
28972,3579,None,1,279c6f7c-924f-4370-872f-e582da505da0,2014-09-12 11:15:07.263000
28973,14662,None,4,47f5d97e-9c99-4c2f-af3f-cb990fba1fc7,2014-09-12 11:15:07.263000
28974,7577,None,4,b2d13335-c703-4007-8376-b4fdf6773fc4,2014-09-12 11:15:07.263000
28975,13603,None,4,0cfb287d-e001-473a-ace1-5c02b3b618a9,2014-09-12 11:15:07.263000
28976,8190,None,6,34b2dcd7-2d3d-4d4a-8fe5-ee2fa4a62439,2014-09-12 11:15:07.263000
28977,16364,None,4,ae9b4104-2bc0-4b9b-9abc-b912f860d5db,2014-09-12 11:15:07.263000
28978,7886,None,4,1bbc624e-f8b6-4967-be89-11146632cfb8,2014-09-12 11:15:07.263000
28979,18817,None,1,4ffe153b-3188-475b-ab88-ce2ef1c4dbdc,2014-09-12 11:15:07.263000
28980,20156,None,1,3b0f40b2-a243-4adb-92b9-6e9d587f0509,2014-09-12 11:15:07.263000
28981,5136,None,4,b0d58365-9a8d-48c9-8942-597d66fb9553,2014-09-12 11:15:07.263000
28982,2861,None,4,8bd51a97-89c3-4c6c-a390-af388c9abf47,2014-09-12 11:15:07.263000
28983,16613,None,4,a793d82f-ef40-4c42-afa0-0e4f3078a039,2014-09-12 11:15:07.263000
28984,2933,None,1,9eab9fa2-578d-4ab4-abe0-77c4d9d1a65f,2014-09-12 11:15:07.263000
28985,18882,None,4,77a6961b-75c8-48fe-8a22-14a4f1fdf7ae,2014-09-12 11:15:07.263000
28986,17110,None,6,3912df19-a208-41d5-b39d-6ea606ca7cde,2014-09-12 11:15:07.263000
28987,12103,None,4,9b705760-fed1-4cf3-8bad-4441ce5f1004,2014-09-12 11:15:07.263000
28988,2899,None,4,493b0e28-6963-4be4-bae3-aa56256caa97,2014-09-12 11:15:07.263000
28989,8540,None,1,394f93fe-cc71-4527-8965-17ac37050ab5,2014-09-12 11:15:07.263000
28990,7259,None,4,01453d3e-8bed-431d-96a1-3aa2bcc7a093,2014-09-12 11:15:07.263000
28991,14904,None,1,501508bb-f747-4cc0-9655-1f1e2151406d,2014-09-12 11:15:07.263000
28992,10188,None,6,183c6510-ebaa-48cb-90fa-9fdefdcd0d87,2014-09-12 11:15:07.263000
28993,20076,None,1,e3c09b03-7a7b-4204-96d8-7c99d41cbecd,2014-09-12 11:15:07.263000
28994,6120,None,4,a5e6e6d4-36b7-4e00-9ec5-dfa3930a1c55,2014-09-12 11:15:07.263000
28995,10552,None,1,3a9efc63-8fdd-4c23-8631-e54d70bd2f88,2014-09-12 11:15:07.263000
28996,19712,None,6,2a60b6e7-c611-406e-ab0a-b213d97637b5,2014-09-12 11:15:07.263000
28997,14735,None,4,649f3104-2d52-4a6c-84b0-92fd240c7a22,2014-09-12 11:15:07.263000
28998,19717,None,4,8af7c66d-2648-448c-a617-4ab9e0d6554d,2014-09-12 11:15:07.263000
28999,4256,None,4,5025f88a-50f6-4eb2-9c97-76a883c6bf3f,2014-09-12 11:15:07.263000
29000,16816,None,1,4386a2c4-67b7-4f5a-aa4c-135e2f347fd0,2014-09-12 11:15:07.263000
29001,16973,None,6,ec1ad79f-4b02-4746-b88f-06537e9283b5,2014-09-12 11:15:07.263000
29002,12310,None,1,aef7159a-7393-4a4d-8d1c-af70ddfc7656,2014-09-12 11:15:07.263000
29003,19008,None,4,62581bf6-96a8-4c29-ae07-3f4593446113,2014-09-12 11:15:07.263000
29004,18886,None,4,9a03a896-2416-4d92-bd8d-a533718a3c30,2014-09-12 11:15:07.263000
29005,6309,None,6,6560e5a9-5a1c-44b8-b7fb-7bac37bb6eb4,2014-09-12 11:15:07.263000
29006,6231,None,1,fd18f6fc-1660-48e3-adaf-bb43ca9867cf,2014-09-12 11:15:07.263000
29007,5893,None,1,3e07b1f7-8ae1-4144-87a0-0b6bbf71f04b,2014-09-12 11:15:07.263000
29008,5062,None,4,36385011-143a-47fc-bf64-58d3a442494e,2014-09-12 11:15:07.263000
29009,4030,None,4,7ec172eb-80dc-4e98-a8c4-0520064ec254,2014-09-12 11:15:07.263000
29010,20515,None,4,8ba3cda8-63cf-4359-8621-d812cb826863,2014-09-12 11:15:07.263000
29011,9575,None,4,87a81b3e-5ae2-4bf3-b226-25e67817ff4e,2014-09-12 11:15:07.263000
29012,3991,None,6,de079e98-350c-4135-83bc-64e190e0136f,2014-09-12 11:15:07.263000
29013,11895,None,6,ffa5f784-5a55-4f7f-94b5-6ab60083dd08,2014-09-12 11:15:07.263000
29014,6550,None,1,7fc54bb5-257f-41e5-b686-a378859ad640,2014-09-12 11:15:07.263000
29015,8812,None,1,831ea9ce-d2ff-413a-b816-54dce05177a7,2014-09-12 11:15:07.263000
29016,15908,None,1,45319ee9-1c92-44b1-bd5b-690e24d2876f,2014-09-12 11:15:07.263000
29017,5844,None,1,9d984767-638c-497e-b9d7-5cc29b0bbd65,2014-09-12 11:15:07.263000
29018,9209,None,4,fd700ebf-b4e6-4fc1-bf8b-a350715c0691,2014-09-12 11:15:07.263000
29019,15296,None,4,f3127e40-8a53-43ce-940f-e2b2927986a8,2014-09-12 11:15:07.263000
29020,16956,None,4,162b4b39-b8e8-423e-b5a1-31d1e79534c2,2014-09-12 11:15:07.263000
29021,18363,None,6,4de88c18-b36f-4adf-857d-e932d85ed059,2014-09-12 11:15:07.263000
29022,2909,None,1,611fc64d-70d5-454a-ad4e-8a6d98de4f69,2014-09-12 11:15:07.263000
29023,4521,None,1,d82f57d2-7deb-4cc4-bc73-74c266728823,2014-09-12 11:15:07.263000
29024,9816,None,4,7a40be8f-cdd7-4a50-9421-2a51aa886351,2014-09-12 11:15:07.263000
29025,13580,None,4,1fda3a44-5e37-433a-98db-3cda5c60a53d,2014-09-12 11:15:07.263000
29026,9992,None,4,59624335-2b64-44df-abd6-c4af8b604e6b,2014-09-12 11:15:07.263000
29027,18712,None,6,3c333387-0c11-4aca-9be5-8ac439950bd7,2014-09-12 11:15:07.263000
29028,15539,None,4,633fced4-6bad-494d-9e0d-a8664f9acca3,2014-09-12 11:15:07.263000
29029,13813,None,1,c9e65271-eca5-4da3-ab98-97c6c4feec6c,2014-09-12 11:15:07.263000
29030,4034,None,4,687a2154-5179-45fa-9110-881f0f21b613,2014-09-12 11:15:07.263000
29031,6933,None,1,92df02a7-6602-472b-9a03-d53c4a6cd508,2014-09-12 11:15:07.263000
29032,3568,None,4,d457c84a-1029-41ed-b852-d1f9a6a568b8,2014-09-12 11:15:07.263000
29033,2699,None,4,4fbfdb68-09ac-4fc0-8e92-801bcd5de6bd,2014-09-12 11:15:07.263000
29034,6408,None,1,a44a8b2c-bf71-4f48-8f31-3c51eecdbba4,2014-09-12 11:15:07.263000
29035,16541,None,4,38419921-1bdc-4ae3-9f36-f50c6daf8414,2014-09-12 11:15:07.263000
29036,10342,None,1,95b38c72-3660-44dc-8e6d-ea3f0fd5cd43,2014-09-12 11:15:07.263000
29037,18461,None,6,4353a3e8-594f-403f-bfa9-0deb5043e1e8,2014-09-12 11:15:07.263000
29038,7408,None,4,65d0e383-e881-4b02-bf6d-56f50d6830bf,2014-09-12 11:15:07.263000
29039,13439,None,1,56053df2-a353-4b3f-b145-0648bdf73552,2014-09-12 11:15:07.263000
29040,12257,None,4,83fa337c-8614-4712-9b32-c30a07c70d4a,2014-09-12 11:15:07.263000
29041,4909,None,6,d3eebf7a-6ee1-4b35-b3eb-96c97a9bc00b,2014-09-12 11:15:07.263000
29042,4245,None,6,a92207eb-4ef3-4f86-9d51-b648327ed451,2014-09-12 11:15:07.263000
29043,5112,None,6,ad7d8d68-8e66-4af9-a13d-14433db3a3a0,2014-09-12 11:15:07.263000
29044,11756,None,1,170798eb-c078-46e9-b46a-209c16f07886,2014-09-12 11:15:07.263000
29045,12175,None,4,7b569b48-788e-4792-8212-b2b26a3b4e84,2014-09-12 11:15:07.263000
29046,8441,None,1,e629bbc6-ad09-42c0-8a05-cbe05d56734a,2014-09-12 11:15:07.263000
29047,16580,None,6,2ee68265-41cb-4020-9684-381d741e2a46,2014-09-12 11:15:07.263000
29048,18241,None,4,58a53abf-dcc8-4fc9-a167-796af0f86d47,2014-09-12 11:15:07.263000
29049,7559,None,1,0395f87f-b353-4730-bae1-9f33c97dc759,2014-09-12 11:15:07.263000
29050,5206,None,4,c875220f-e085-4e44-83fc-c79b7609b76e,2014-09-12 11:15:07.263000
29051,8373,None,4,99cc87e8-a9e0-4e95-ab0b-9b2fc1f9d309,2014-09-12 11:15:07.263000
29052,14448,None,4,776fbfdd-ab38-4b34-a19c-4e091b39e65b,2014-09-12 11:15:07.263000
29053,19087,None,9,ac29824b-7ead-4052-a227-dbc2a1e7c22e,2014-09-12 11:15:07.263000
29054,3466,None,9,8b699254-ae17-48c4-a201-913164e0022a,2014-09-12 11:15:07.263000
29055,19541,None,9,c339ae8a-ed0b-43a3-8587-1544eee75719,2014-09-12 11:15:07.263000
29056,7166,None,4,71dcd5ca-d276-4a8c-b6ae-ab3e1eba9839,2014-09-12 11:15:07.263000
29057,16391,None,4,22424b8a-44c6-4671-9f13-d6c05af801ac,2014-09-12 11:15:07.263000
29058,19297,None,4,4f05180a-1bb9-4828-ba53-1b19fb741d5b,2014-09-12 11:15:07.263000
29059,7234,None,4,5aa3073b-1b2e-40e6-970b-b83347734959,2014-09-12 11:15:07.263000
29060,6669,None,4,172e40bf-351d-4eba-810e-1680e75c1025,2014-09-12 11:15:07.263000
29061,9450,None,9,9a00174c-56ba-4c37-ad7c-db5fed2bf6be,2014-09-12 11:15:07.263000
29062,17891,None,9,32a98821-adee-4844-9466-79ec270a0c73,2014-09-12 11:15:07.263000
29063,17327,None,9,c1667428-8c95-4c2c-b010-bcfdf5547bfa,2014-09-12 11:15:07.263000
29064,5654,None,9,a4841006-c23d-4dd0-9f68-27cf89f7e32f,2014-09-12 11:15:07.263000
29065,15567,None,9,5717f167-d6f6-4969-bd4f-04bbfc7b558e,2014-09-12 11:15:07.263000
29066,15612,None,9,5962292d-583f-4593-8af2-7be63e9704a6,2014-09-12 11:15:07.263000
29067,16869,None,9,796a83e4-dede-4e6f-a42a-e795b13c1e50,2014-09-12 11:15:07.263000
29068,19619,None,9,ce4f3b8e-eaa5-4006-95c4-79d78a9a14bf,2014-09-12 11:15:07.263000
29069,6626,None,9,c4c7c001-0794-49b8-b96e-2e4f0911054a,2014-09-12 11:15:07.263000
29070,7714,None,4,5ed0db21-81e1-4518-9a04-3c244d1362d5,2014-09-12 11:15:07.263000
29071,11683,None,6,4802b01a-f98d-4802-ac6c-f7f9154ee2c5,2014-09-12 11:15:07.263000
29072,19519,None,6,94e3af96-1244-4c30-9a4f-ce95feb0632c,2014-09-12 11:15:07.263000
29073,8117,None,1,3c748a53-f128-4012-b70a-e9b6d200f65b,2014-09-12 11:15:07.263000
29074,7818,None,1,e50c51ba-e931-4287-84d2-027f5369185e,2014-09-12 11:15:07.263000
29075,17166,None,1,cfac0e73-aae0-4d46-87b4-a1a82b60c8d9,2014-09-12 11:15:07.263000
29076,11675,None,4,65195aeb-5cc0-43ee-8595-df726fe048c1,2014-09-12 11:15:07.263000
29077,13589,None,4,cbcb8ba1-b6cb-42ec-ba70-d90a50b67d42,2014-09-12 11:15:07.263000
29078,19422,None,4,dce45d4c-b84d-4976-bf95-0c91ae6882b6,2014-09-12 11:15:07.263000
29079,15372,None,4,b16b1b9c-2010-490d-aaea-068a725e0862,2014-09-12 11:15:07.263000
29080,3648,None,9,348008bc-791a-4beb-86e0-43294cf3de38,2014-09-12 11:15:07.263000
29081,10190,None,9,79869a2d-b83f-48d1-8864-06237ce70f56,2014-09-12 11:15:07.263000
29082,14189,None,9,31534c83-70d8-47c1-96c0-2c05e50feab0,2014-09-12 11:15:07.263000
29083,3351,None,9,a67f6566-8646-4067-95e3-7928a87174d8,2014-09-12 11:15:07.263000
29084,6066,None,9,9b739c1a-2e01-4a64-ba7e-4b064a28d53c,2014-09-12 11:15:07.263000
29085,9420,None,9,8fdecba5-6253-4756-bb04-c8a39784d248,2014-09-12 11:15:07.263000
29086,19311,None,9,f2c2a11b-af2b-4555-af74-5bc9f3aeeb4b,2014-09-12 11:15:07.263000
29087,6520,None,9,0a404bda-2f3e-4423-964a-445700aeba3d,2014-09-12 11:15:07.263000
29088,11935,None,9,b50fc3d3-cbf2-4b91-9630-f2424b63b18e,2014-09-12 11:15:07.263000
29089,6087,None,4,694a92f7-87a3-4e2f-98de-7597bc9628fd,2014-09-12 11:15:07.263000
29090,12372,None,9,70f1f247-3b61-45ea-90c0-15e972825826,2014-09-12 11:15:07.263000
29091,7146,None,9,51e37192-5a2e-4691-af6d-07445a1562fb,2014-09-12 11:15:07.263000
29092,5534,None,9,34fb788d-18db-42d0-bd99-4d6aab5fc7d7,2014-09-12 11:15:07.263000
