salesorderid,creditcardid,cardtype
71379,15989,Distinguish
71380,18490,ColonialVoice
71381,1455,SuperiorCard
71382,386,SuperiorCard
71383,14808,ColonialVoice
71384,6260,SuperiorCard
71385,17878,ColonialVoice
71386,10564,Distinguish
71387,18537,Vista
71388,17433,Vista
71389,4504,SuperiorCard
71390,10595,Vista
71391,4393,Distinguish
71392,6637,SuperiorCard
71393,17784,Vista
71394,17739,ColonialVoice
71395,2449,ColonialVoice
71396,18145,Distinguish
71397,1352,SuperiorCard
71398,4217,ColonialVoice
71399,10136,Distinguish
71400,12496,Vista
71401,12691,ColonialVoice
71402,11058,SuperiorCard
71403,9100,ColonialVoice
71404,8992,Distinguish
71406,6262,ColonialVoice
71407,7843,Distinguish
71408,6594,Vista
71409,8841,ColonialVoice
71410,14628,Distinguish
71411,8556,Vista
71412,15488,SuperiorCard
71413,3371,ColonialVoice
71414,18368,SuperiorCard
71415,15196,ColonialVoice
71416,159,SuperiorCard
71417,18943,Vista
71418,7977,SuperiorCard
71419,5662,SuperiorCard
71420,9029,Distinguish
71421,1112,ColonialVoice
71422,1528,SuperiorCard
71423,13138,Vista
71424,19116,Distinguish
71425,11471,Distinguish
71427,3209,ColonialVoice
71428,6019,ColonialVoice
71429,9267,ColonialVoice
71430,6497,Vista
71432,3958,ColonialVoice
71433,9003,SuperiorCard
71434,8645,SuperiorCard
71435,15757,Vista
71436,17680,Distinguish
71437,8359,SuperiorCard
71438,5001,Vista
71439,1421,ColonialVoice
71440,18747,Vista
71441,13659,SuperiorCard
71442,4166,Distinguish
71443,4210,SuperiorCard
71444,7119,ColonialVoice
71445,11244,SuperiorCard
71446,2673,SuperiorCard
71449,2099,ColonialVoice
71450,15710,ColonialVoice
71451,15863,Vista
71452,6162,SuperiorCard
71453,5689,Vista
71454,12736,ColonialVoice
71455,10010,Vista
71456,6984,ColonialVoice
71457,3084,Vista
71458,9974,SuperiorCard
71459,2057,Vista
71460,4754,SuperiorCard
71461,10419,ColonialVoice
71462,1305,Vista
71463,6228,ColonialVoice
71464,16681,ColonialVoice
71465,3417,Distinguish
71466,13043,Vista
71467,9389,Distinguish
71468,3187,SuperiorCard
71469,14973,SuperiorCard
71470,18159,Distinguish
71471,15702,Distinguish
71472,18094,ColonialVoice
71473,239,Distinguish
71474,15381,SuperiorCard
71475,3177,Vista
71476,429,Vista
71477,13339,ColonialVoice
71478,10994,ColonialVoice
71479,6659,Vista
71481,9681,Distinguish
71482,15255,Vista
71483,15208,Distinguish
71484,10920,ColonialVoice
71485,1409,Vista
71486,4183,ColonialVoice
71487,6581,Distinguish
71488,3616,ColonialVoice
71489,10185,Distinguish
71490,12174,Vista
71491,3199,Distinguish
71492,15623,Vista
71493,13484,Distinguish
71494,4810,ColonialVoice
71495,18928,SuperiorCard
71496,17868,ColonialVoice
71497,12424,SuperiorCard
71498,3397,Vista
71499,15807,Vista
71500,7562,Vista
71501,17099,SuperiorCard
71503,18445,Distinguish
71504,17273,SuperiorCard
71505,9163,Vista
71506,14139,Distinguish
71507,10995,Distinguish
71508,16314,Vista
71509,11268,SuperiorCard
71510,359,ColonialVoice
71511,6974,SuperiorCard
71512,11668,SuperiorCard
71514,12088,Distinguish
71515,8837,Vista
71516,13580,Distinguish
71517,11437,Distinguish
71518,7271,Distinguish
71519,14669,ColonialVoice
71520,3740,Vista
71521,2556,ColonialVoice
71522,15422,Vista
71523,6393,Vista
71524,17022,Distinguish
71525,17853,ColonialVoice
71526,3578,ColonialVoice
71527,3998,Vista
71528,13173,Distinguish
71529,474,SuperiorCard
71530,1165,Vista
71531,17177,Distinguish
71532,10776,ColonialVoice
71533,15816,Vista
71534,1800,Distinguish
71535,11870,SuperiorCard
71536,6296,SuperiorCard
71537,562,Distinguish
71538,9147,ColonialVoice
71539,9724,ColonialVoice
71540,6943,Vista
71541,17890,Distinguish
71542,14135,Vista
71543,8431,SuperiorCard
71544,3927,Vista
71545,5943,SuperiorCard
71546,13912,Distinguish
71548,8994,SuperiorCard
71549,9383,Distinguish
71550,4026,SuperiorCard
71551,17676,Vista
71552,3610,SuperiorCard
71553,15563,ColonialVoice
71554,10490,Distinguish
71555,5224,ColonialVoice
71556,18897,Vista
71557,3515,Vista
71558,11525,Vista
71559,5967,SuperiorCard
71560,15640,Vista
71562,9717,Distinguish
71563,8761,SuperiorCard
71564,19227,Distinguish
71565,3648,Vista
71566,13636,Vista
71567,3843,Distinguish
71568,14863,ColonialVoice
71569,18125,ColonialVoice
71570,14091,ColonialVoice
71571,2403,SuperiorCard
71572,4848,Distinguish
71573,7665,Vista
71574,1480,ColonialVoice
71575,11165,Vista
71576,6195,Distinguish
71577,9742,ColonialVoice
71578,6752,SuperiorCard
71579,3511,Distinguish
71580,4752,ColonialVoice
71581,11412,Vista
71582,6899,SuperiorCard
71583,15962,ColonialVoice
71584,18249,Distinguish
71585,14969,Vista
71586,6194,Distinguish
71587,7521,Vista
71588,45,Distinguish
71589,17388,ColonialVoice
71590,17200,ColonialVoice
71591,3507,SuperiorCard
71592,13370,SuperiorCard
71593,17791,Distinguish
71594,1543,SuperiorCard
71595,18043,ColonialVoice
71596,1173,ColonialVoice
71597,200,Distinguish
71598,11114,Vista
71599,2834,Vista
71600,435,ColonialVoice
71601,9896,Vista
71602,13888,Vista
71603,14987,ColonialVoice
71604,5601,SuperiorCard
71605,16984,Vista
71606,17948,Vista
71607,1149,Distinguish
71608,14079,Distinguish
71609,9193,Vista
71610,5365,Distinguish
71611,12504,Distinguish
71612,11353,Distinguish
71613,9596,Distinguish
71614,15641,ColonialVoice
71615,5103,Vista
71616,12913,ColonialVoice
71617,9388,ColonialVoice
71618,8252,Distinguish
71619,10581,Distinguish
71620,18184,Distinguish
71621,11907,Vista
71622,8492,Distinguish
71623,10762,ColonialVoice
71624,5436,ColonialVoice
71625,12528,SuperiorCard
71626,1195,SuperiorCard
71627,6903,SuperiorCard
71628,10130,Vista
71629,13625,SuperiorCard
71630,8077,Vista
71631,17136,ColonialVoice
71632,5753,SuperiorCard
71633,19084,Vista
71634,14781,ColonialVoice
71635,8793,ColonialVoice
71636,15471,Vista
71637,9387,Vista
71638,4650,SuperiorCard
71639,15418,Vista
71640,611,Distinguish
71641,19185,Vista
71643,3725,Vista
71644,16128,SuperiorCard
71645,16581,Vista
71646,11075,Vista
71647,13139,ColonialVoice
71648,11711,SuperiorCard
71649,14738,Distinguish
71650,4616,Distinguish
71651,3937,Distinguish
71652,4778,SuperiorCard
71653,14386,SuperiorCard
71654,18515,Distinguish
71655,11813,ColonialVoice
71656,18264,Vista
71657,6841,SuperiorCard
71658,18311,SuperiorCard
71659,15884,SuperiorCard
71660,2026,Distinguish
71661,8377,Vista
71662,2784,ColonialVoice
71663,13885,ColonialVoice
71664,18272,Vista
71666,11778,Distinguish
71667,14221,ColonialVoice
71668,16234,ColonialVoice
71669,9773,Vista
71670,16747,ColonialVoice
71671,16356,Distinguish
71672,16422,Vista
71673,3567,ColonialVoice
71674,15425,Vista
71675,5770,Distinguish
71676,11223,Distinguish
71677,2524,Vista
71678,5660,Vista
71679,9734,Vista
71680,5253,Vista
71681,8734,ColonialVoice
71682,4435,Distinguish
71683,15454,SuperiorCard
71684,13429,Vista
71685,14877,Distinguish
71686,14007,ColonialVoice
71687,11933,Vista
71688,18991,Vista
71689,8563,ColonialVoice
71690,2966,ColonialVoice
71691,14261,ColonialVoice
71692,6291,ColonialVoice
71693,4738,SuperiorCard
71694,9228,SuperiorCard
71695,10560,Vista
71696,4788,SuperiorCard
71697,8204,Vista
71698,17807,Vista
71699,17660,Vista
71700,7276,ColonialVoice
71701,13956,Vista
71702,10238,Vista
71703,9410,SuperiorCard
71704,16304,ColonialVoice
71705,10444,SuperiorCard
71706,8581,Distinguish
71707,14397,SuperiorCard
71708,11770,ColonialVoice
71709,3901,SuperiorCard
71710,1129,ColonialVoice
71711,13233,Vista
71712,3478,Vista
71713,12459,Distinguish
71714,5982,Distinguish
71715,13595,ColonialVoice
71716,17652,Vista
71717,13321,SuperiorCard
71718,5557,SuperiorCard
71719,4332,SuperiorCard
71720,9797,SuperiorCard
71721,19185,Vista
71722,16779,SuperiorCard
71723,6230,Vista
71724,3181,ColonialVoice
71725,14635,Distinguish
71726,16254,SuperiorCard
71727,7453,SuperiorCard
71728,7830,Distinguish
71729,5228,Vista
71730,12892,Vista
71731,551,ColonialVoice
71732,11661,Vista
71733,12357,Distinguish
71734,13816,SuperiorCard
71735,5837,SuperiorCard
71736,2490,Distinguish
71737,2707,Vista
71738,6584,Distinguish
71739,1809,Distinguish
71740,11279,ColonialVoice
71741,18253,Distinguish
71742,16627,ColonialVoice
71744,5980,SuperiorCard
71745,14912,ColonialVoice
71746,623,Vista
71747,15493,ColonialVoice
71748,5111,Distinguish
71749,13376,SuperiorCard
71750,15046,SuperiorCard
71751,12985,Vista
71752,15551,Vista
71754,9019,Vista
71755,10344,ColonialVoice
71756,6592,Vista
71757,4937,SuperiorCard
71758,1550,SuperiorCard
71759,4885,Vista
71760,3414,Distinguish
71761,3940,SuperiorCard
71762,18046,ColonialVoice
71763,15794,Vista
71764,1030,Vista
71765,8458,Distinguish
71766,7919,Distinguish
71767,7270,Vista
71768,14582,Distinguish
71769,17692,SuperiorCard
71770,1076,SuperiorCard
71771,9161,Vista
71772,2576,Vista
71773,3206,Distinguish
71774,4443,ColonialVoice
71775,15453,SuperiorCard
71776,10343,Vista
71777,11685,Vista
71778,126,SuperiorCard
71779,12857,Vista
71780,11645,ColonialVoice
71781,6065,ColonialVoice
71782,17038,Distinguish
71783,371,Vista
71784,11874,SuperiorCard
71785,7829,Vista
71786,8552,Vista
71787,8274,ColonialVoice
71788,15138,Vista
71789,8482,Distinguish
71790,10783,Vista
71791,14468,ColonialVoice
71792,4357,ColonialVoice
71793,3787,Distinguish
71794,12698,ColonialVoice
71795,9314,Vista
71796,18328,Vista
71797,18930,ColonialVoice
71798,4173,SuperiorCard
71799,11814,ColonialVoice
71800,11119,ColonialVoice
71801,13971,ColonialVoice
71802,5262,Distinguish
71803,16569,ColonialVoice
71804,6442,ColonialVoice
71805,5316,SuperiorCard
71806,5958,Vista
71807,17281,Vista
71808,3513,Vista
71809,17748,Vista
71810,17455,SuperiorCard
71811,11215,SuperiorCard
71812,7392,ColonialVoice
71813,15018,Vista
71814,13480,ColonialVoice
71815,4385,ColonialVoice
71816,17982,SuperiorCard
71817,9212,Vista
71818,16023,Distinguish
71819,5215,Vista
71820,4304,ColonialVoice
71821,19078,SuperiorCard
71822,6535,ColonialVoice
71823,3586,Distinguish
71824,17544,SuperiorCard
71825,5089,SuperiorCard
71826,1977,Distinguish
71827,319,SuperiorCard
71828,15735,Vista
71829,18097,Distinguish
71830,2602,Vista
71831,12550,ColonialVoice
71832,8091,Distinguish
71833,12492,Vista
71834,14790,ColonialVoice
71835,13939,ColonialVoice
71836,14489,ColonialVoice
71837,15369,ColonialVoice
71838,6536,SuperiorCard
71839,14814,Distinguish
71840,9617,Distinguish
71841,782,SuperiorCard
71842,18813,Vista
71843,6235,Vista
71844,7597,SuperiorCard
71845,12933,ColonialVoice
71846,4834,Vista
71847,11580,ColonialVoice
71848,12582,SuperiorCard
71849,11080,SuperiorCard
71850,14599,ColonialVoice
71851,5110,Vista
71852,17368,SuperiorCard
71853,6546,ColonialVoice
71854,11179,SuperiorCard
71855,13784,SuperiorCard
71856,10713,Vista
71857,11056,Vista
71858,12529,SuperiorCard
71859,14140,Vista
71860,17600,ColonialVoice
71861,10915,Distinguish
71862,16978,ColonialVoice
71863,14542,Distinguish
71864,19154,Distinguish
71865,9054,SuperiorCard
71866,14234,Distinguish
71867,6468,ColonialVoice
71868,4851,Distinguish
71869,17062,SuperiorCard
71870,10139,SuperiorCard
71871,14153,SuperiorCard
71872,8213,Vista
71873,17978,SuperiorCard
71874,4511,Distinguish
71875,14938,SuperiorCard
71876,18570,SuperiorCard
71877,14219,Vista
71878,10338,ColonialVoice
71879,230,Distinguish
71880,16654,ColonialVoice
71881,5668,ColonialVoice
71882,18496,Distinguish
71883,18257,SuperiorCard
71884,16124,Vista
71885,13536,SuperiorCard
71886,17491,ColonialVoice
71887,2270,Vista
71888,15432,Vista
71889,5164,Vista
71890,17324,ColonialVoice
71891,1446,ColonialVoice
71892,10305,Distinguish
71893,9961,Distinguish
71894,686,Vista
71895,1803,SuperiorCard
71896,18418,ColonialVoice
71897,5434,SuperiorCard
71898,7764,SuperiorCard
71899,9458,Vista
71900,10909,Distinguish
71901,3490,Distinguish
71902,10623,ColonialVoice
71903,9647,SuperiorCard
71904,5824,ColonialVoice
71905,9277,ColonialVoice
71906,7719,Distinguish
71907,18174,SuperiorCard
71908,12135,ColonialVoice
71909,17669,Vista
71910,6291,ColonialVoice
71911,953,SuperiorCard
71912,17036,SuperiorCard
71913,10553,Vista
71914,14261,ColonialVoice
71915,18460,Distinguish
71916,3015,SuperiorCard
71917,6295,SuperiorCard
71918,55,ColonialVoice
71919,5347,SuperiorCard
71920,16704,SuperiorCard
71921,10899,Vista
71922,2880,Distinguish
71923,16754,SuperiorCard
71924,6272,ColonialVoice
71925,895,ColonialVoice
71926,2273,Vista
71927,4215,SuperiorCard
71928,5666,Distinguish
71929,13601,Distinguish
71930,18744,ColonialVoice
71931,7089,SuperiorCard
71932,7845,SuperiorCard
71933,10502,Distinguish
71934,7182,Vista
71935,626,Distinguish
71936,1651,SuperiorCard
71937,9628,Vista
71938,10057,ColonialVoice
71939,12030,ColonialVoice
71940,8010,Vista
71941,5102,Distinguish
71942,17699,ColonialVoice
71943,8219,ColonialVoice
71944,13951,SuperiorCard
71945,5467,SuperiorCard
71946,16967,SuperiorCard
71947,7657,Vista
71948,18875,Distinguish
71949,3788,Vista
71950,15829,Vista
71951,7600,Distinguish
71952,9506,SuperiorCard
71953,5068,SuperiorCard
71954,12344,ColonialVoice
71955,17478,Distinguish
71956,15290,ColonialVoice
71957,8089,Distinguish
71958,10886,SuperiorCard
71959,1016,ColonialVoice
71960,9336,Distinguish
71961,17508,SuperiorCard
71962,8727,ColonialVoice
71963,10087,SuperiorCard
71964,17040,ColonialVoice
71965,10261,Distinguish
71966,11517,Vista
71967,16765,SuperiorCard
71968,16837,ColonialVoice
71969,8034,Vista
71970,17712,ColonialVoice
71971,125,ColonialVoice
71972,11330,ColonialVoice
71973,3784,Vista
71974,2728,SuperiorCard
71975,3290,ColonialVoice
71976,12425,Distinguish
71977,10718,Distinguish
71978,5908,ColonialVoice
71979,15262,SuperiorCard
71980,7780,Vista
71981,322,Vista
71982,12085,SuperiorCard
71983,10949,SuperiorCard
71984,14530,ColonialVoice
71985,8386,SuperiorCard
71986,17400,ColonialVoice
71987,3268,ColonialVoice
71988,2580,Distinguish
71989,12019,Vista
71990,10345,Distinguish
71991,6944,ColonialVoice
71992,17376,Vista
71993,14149,Vista
71994,18127,Distinguish
71995,17755,ColonialVoice
71996,12329,Distinguish
71997,2685,Vista
71998,1413,ColonialVoice
71999,10081,Distinguish
72000,13443,Vista
72001,5222,Vista
72002,1062,SuperiorCard
72003,15045,SuperiorCard
72004,11270,Distinguish
72005,5013,SuperiorCard
72006,1676,SuperiorCard
72007,12978,ColonialVoice
72008,8830,Distinguish
72009,13711,Vista
72011,3968,SuperiorCard
72012,16061,Distinguish
72013,18027,SuperiorCard
72014,18034,Distinguish
72015,10087,SuperiorCard
72016,2706,Distinguish
72017,97,ColonialVoice
72018,2357,ColonialVoice
72019,5832,Vista
72020,6906,Vista
72021,11605,SuperiorCard
72022,7072,SuperiorCard
72023,5184,Distinguish
72024,3048,ColonialVoice
72025,4081,Distinguish
72026,14479,Distinguish
72027,6991,ColonialVoice
72029,15440,Vista
72030,7685,Distinguish
72031,12680,Distinguish
72032,17488,SuperiorCard
72033,15385,ColonialVoice
72034,9104,SuperiorCard
72035,19073,Distinguish
72036,16133,Vista
72038,2689,Distinguish
72039,1469,Vista
72040,17209,Vista
72041,14327,SuperiorCard
72042,9569,Vista
72043,15558,Distinguish
72044,7491,Distinguish
72045,9177,Vista
72046,16041,SuperiorCard
72047,18451,Distinguish
72048,17927,Distinguish
72049,2128,Distinguish
72050,18555,Vista
72051,18652,Vista
72052,4904,SuperiorCard
72053,5236,SuperiorCard
72054,14570,Distinguish
72055,8361,Vista
72056,18469,ColonialVoice
72058,9143,Vista
72059,12928,Vista
72060,1810,Vista
72061,12441,Vista
72063,17918,Vista
72064,14735,Vista
72065,15512,ColonialVoice
72067,3016,Distinguish
72068,8873,ColonialVoice
72069,8453,ColonialVoice
72070,4596,ColonialVoice
72071,13874,SuperiorCard
72072,9798,Vista
72073,15026,Distinguish
72074,16007,SuperiorCard
72075,15712,Vista
72076,16544,SuperiorCard
72077,14330,Distinguish
72078,8518,Vista
72079,13435,Distinguish
72080,17680,Distinguish
72081,10261,Distinguish
72082,18006,ColonialVoice
72083,13802,SuperiorCard
72084,8126,SuperiorCard
72085,4351,Distinguish
72086,7356,ColonialVoice
72087,2476,Vista
72088,16058,Vista
72089,7147,SuperiorCard
72090,12451,Distinguish
72091,4870,Vista
72092,2832,ColonialVoice
72093,18712,ColonialVoice
72094,14939,Distinguish
72095,17014,ColonialVoice
72096,7666,Distinguish
72097,10894,ColonialVoice
72098,5447,SuperiorCard
72099,3610,SuperiorCard
72101,2443,SuperiorCard
72102,13750,SuperiorCard
72103,15818,Distinguish
72104,11860,ColonialVoice
72105,11761,ColonialVoice
72106,18679,ColonialVoice
72107,16354,Vista
72108,7485,ColonialVoice
72109,6351,SuperiorCard
72110,11513,ColonialVoice
72111,9271,ColonialVoice
72112,2016,SuperiorCard
72113,976,ColonialVoice
72114,6252,ColonialVoice
72115,5254,SuperiorCard
72116,18552,ColonialVoice
72117,13032,SuperiorCard
72118,6131,SuperiorCard
72119,10492,SuperiorCard
72120,2672,Distinguish
72121,17311,SuperiorCard
72122,2191,SuperiorCard
72123,8834,SuperiorCard
72124,4836,SuperiorCard
72125,6601,ColonialVoice
72126,8585,SuperiorCard
72127,15477,ColonialVoice
72129,9836,Vista
72130,8534,SuperiorCard
72131,18646,Distinguish
72132,1381,Vista
72133,753,SuperiorCard
72134,2963,Distinguish
72135,794,ColonialVoice
72136,18718,SuperiorCard
72137,14672,ColonialVoice
72138,17876,ColonialVoice
72139,19197,SuperiorCard
72140,6460,SuperiorCard
72141,9379,Distinguish
72142,6186,ColonialVoice
72143,6717,SuperiorCard
72144,10313,SuperiorCard
72145,16780,ColonialVoice
72146,8334,SuperiorCard
72147,2729,SuperiorCard
72148,18822,Distinguish
72149,5649,ColonialVoice
72150,4258,Vista
72151,12002,Vista
72152,12610,ColonialVoice
72153,11820,SuperiorCard
72154,235,ColonialVoice
72155,2560,SuperiorCard
72156,374,Vista
72157,6348,Distinguish
72158,5727,SuperiorCard
72159,3253,ColonialVoice
72160,19008,Vista
72161,4538,SuperiorCard
72162,16033,SuperiorCard
72163,16365,Vista
72164,1019,Vista
72165,5283,ColonialVoice
72166,5461,ColonialVoice
72167,9268,SuperiorCard
72168,3816,Distinguish
72169,15201,ColonialVoice
72170,1485,Distinguish
72171,3912,ColonialVoice
72172,15950,Vista
72173,4653,Vista
72174,17403,SuperiorCard
72175,18639,ColonialVoice
72176,10629,SuperiorCard
72177,13607,SuperiorCard
72178,6345,Vista
72179,4353,SuperiorCard
72180,11,SuperiorCard
72181,10634,ColonialVoice
72182,9076,Distinguish
72183,15219,Vista
72184,7982,Distinguish
72186,1129,ColonialVoice
72187,18027,SuperiorCard
72188,15455,Distinguish
72189,6558,Vista
72190,18826,Distinguish
72191,18799,SuperiorCard
72192,17202,ColonialVoice
72193,10086,SuperiorCard
72194,11657,Vista
72195,12362,ColonialVoice
72196,7682,ColonialVoice
72197,19150,Distinguish
72198,17562,SuperiorCard
72199,15392,SuperiorCard
72200,1928,Distinguish
72202,3966,SuperiorCard
72203,17248,Vista
72204,16248,SuperiorCard
72205,7256,Distinguish
72206,9064,ColonialVoice
72207,14485,ColonialVoice
72208,311,SuperiorCard
72209,16162,Distinguish
72210,13381,ColonialVoice
72211,14162,ColonialVoice
72212,2201,Vista
72213,18019,Vista
72214,17548,Vista
72215,17591,Vista
72216,15762,Vista
72217,1404,Distinguish
72218,14227,SuperiorCard
72219,1824,Vista
72220,19149,ColonialVoice
72221,8514,Vista
72222,1270,Distinguish
72223,18888,SuperiorCard
72224,4743,ColonialVoice
72225,121,Distinguish
72226,12775,SuperiorCard
72227,18461,ColonialVoice
72228,4242,SuperiorCard
72229,11871,SuperiorCard
72230,14959,SuperiorCard
72231,18630,SuperiorCard
72232,2251,Distinguish
72233,13806,SuperiorCard
72234,15992,SuperiorCard
72235,12044,Distinguish
72236,10633,ColonialVoice
72237,6702,Vista
72238,12253,Distinguish
72239,11597,SuperiorCard
72240,17151,SuperiorCard
72241,14237,SuperiorCard
72242,3039,SuperiorCard
72243,791,ColonialVoice
72244,338,ColonialVoice
72245,16721,ColonialVoice
72246,1155,Vista
72247,12813,SuperiorCard
72248,13057,Vista
72249,4846,Vista
72250,978,Distinguish
72251,466,SuperiorCard
72252,18958,ColonialVoice
72253,4651,Vista
72254,15524,Distinguish
72255,18879,Distinguish
72256,10223,ColonialVoice
72257,4656,Distinguish
72258,729,Vista
72259,15956,Distinguish
72260,4468,SuperiorCard
72261,468,ColonialVoice
72262,17580,Vista
72263,10235,Distinguish
72264,16247,SuperiorCard
72265,15391,Distinguish
72266,15879,Distinguish
72268,12242,Vista
72269,2497,Distinguish
72270,5856,SuperiorCard
72271,12563,Distinguish
72272,10762,ColonialVoice
72273,4519,Distinguish
72274,11251,SuperiorCard
72275,3570,Distinguish
72276,15390,Distinguish
72277,2769,SuperiorCard
72278,2702,Vista
72279,13579,Vista
72280,1191,SuperiorCard
72281,17819,ColonialVoice
72282,8800,SuperiorCard
72283,7085,Vista
72284,560,ColonialVoice
72285,23,Vista
72286,6213,Vista
72287,12549,SuperiorCard
72288,14775,Distinguish
72289,11359,Distinguish
72290,2750,Distinguish
72291,8855,Distinguish
72292,11561,Distinguish
72293,19040,Vista
72294,19104,SuperiorCard
72295,13661,Vista
72296,3510,SuperiorCard
72297,307,SuperiorCard
72298,17760,Distinguish
72299,16118,Distinguish
72300,17896,SuperiorCard
72301,4665,ColonialVoice
72302,11699,Vista
72303,18070,ColonialVoice
72304,14443,SuperiorCard
72305,4155,Vista
72306,13262,Distinguish
72307,11543,SuperiorCard
72308,7608,SuperiorCard
72309,4032,Vista
72310,15141,ColonialVoice
72311,13898,Distinguish
72312,16515,Distinguish
72313,13821,Vista
72314,14756,Vista
72315,661,Distinguish
72316,7504,ColonialVoice
72317,9188,ColonialVoice
72318,6801,SuperiorCard
72319,9935,Vista
72320,12449,ColonialVoice
72321,2991,Vista
72322,8080,ColonialVoice
72323,5976,Distinguish
72324,15773,Distinguish
72325,13763,ColonialVoice
72326,9791,SuperiorCard
72327,16474,Vista
72328,9904,Distinguish
72329,7360,SuperiorCard
72330,7599,Vista
72331,10385,Distinguish
72332,6020,Vista
72333,16339,ColonialVoice
72334,16902,Distinguish
72335,1541,Vista
72336,2875,SuperiorCard
72337,15032,Vista
72338,4205,SuperiorCard
72339,9190,Distinguish
72340,14268,SuperiorCard
72341,16472,SuperiorCard
72342,7551,ColonialVoice
72343,15384,SuperiorCard
72344,11171,ColonialVoice
72345,11054,Distinguish
72346,13751,Distinguish
72347,16375,ColonialVoice
72348,15790,Vista
72350,8555,Vista
72351,9031,ColonialVoice
72352,4079,Distinguish
72353,11777,SuperiorCard
72354,723,Distinguish
72355,18377,Vista
72356,10300,Vista
72357,19088,SuperiorCard
72358,8428,ColonialVoice
72359,820,ColonialVoice
72360,4382,Distinguish
72361,4634,Distinguish
72362,13818,Vista
72363,18572,Distinguish
72364,4223,Vista
72365,9186,ColonialVoice
72366,937,ColonialVoice
72367,12533,ColonialVoice
72368,17306,SuperiorCard
72369,13331,Distinguish
72370,9006,SuperiorCard
72371,6984,ColonialVoice
72372,1687,Vista
72373,6512,Vista
72374,8913,Distinguish
72375,18028,SuperiorCard
72376,18706,SuperiorCard
72377,11904,ColonialVoice
72378,672,Vista
72379,10523,ColonialVoice
72380,19188,ColonialVoice
72381,8385,ColonialVoice
72382,5321,ColonialVoice
72383,6837,ColonialVoice
72384,3938,Distinguish
72385,8509,Vista
72386,7874,ColonialVoice
72389,11154,ColonialVoice
72390,12073,Vista
72391,13778,SuperiorCard
72392,17854,ColonialVoice
72393,10352,SuperiorCard
72394,18524,ColonialVoice
72395,11347,ColonialVoice
72396,17921,Vista
72397,2883,SuperiorCard
72398,14900,ColonialVoice
72399,11889,SuperiorCard
72400,3638,Distinguish
72401,3720,Vista
72402,3369,Distinguish
72403,15048,Distinguish
72404,14741,ColonialVoice
72405,15778,Distinguish
72406,422,ColonialVoice
72407,13732,SuperiorCard
72408,13702,ColonialVoice
72409,7068,Vista
72410,1612,Distinguish
72411,6332,SuperiorCard
72412,1139,ColonialVoice
72413,7740,SuperiorCard
72414,5586,Vista
72415,5138,Vista
72416,17051,Vista
72417,5269,ColonialVoice
72418,5916,Vista
72419,9175,Vista
72420,10608,Distinguish
72421,9483,Distinguish
72422,12283,Distinguish
72423,16827,ColonialVoice
72424,13998,ColonialVoice
72425,18130,ColonialVoice
72426,7151,Distinguish
72427,18666,Distinguish
72428,2007,SuperiorCard
72429,2799,Vista
72432,19018,Distinguish
72433,4419,Vista
72434,6196,SuperiorCard
72435,3020,Vista
72436,233,ColonialVoice
72437,13068,ColonialVoice
72438,2430,Distinguish
72439,11079,SuperiorCard
72440,7225,Vista
72441,2115,Vista
72442,14827,ColonialVoice
72443,6350,SuperiorCard
72444,3573,Vista
72445,7228,ColonialVoice
72446,6953,Vista
72447,3967,Vista
72448,5607,Distinguish
72449,9528,SuperiorCard
72450,7931,Vista
72451,4760,SuperiorCard
72452,5842,Distinguish
72453,16233,Distinguish
72454,10957,SuperiorCard
72455,17490,SuperiorCard
72456,8912,SuperiorCard
72457,1109,SuperiorCard
72458,10325,ColonialVoice
72459,1396,SuperiorCard
72461,2222,ColonialVoice
72462,16965,ColonialVoice
72463,12256,Distinguish
72464,3299,ColonialVoice
72465,11425,SuperiorCard
72466,15564,SuperiorCard
72467,12345,Distinguish
72468,14210,Distinguish
72469,11730,Vista
72470,8016,ColonialVoice
72471,8471,Vista
72472,13165,ColonialVoice
72473,10330,Distinguish
72474,64,ColonialVoice
72475,12794,SuperiorCard
72476,13168,ColonialVoice
72477,13902,Distinguish
72478,636,ColonialVoice
72479,2083,SuperiorCard
72480,1581,Distinguish
72481,1631,Vista
72482,10438,Vista
72483,499,Distinguish
72484,9820,SuperiorCard
72485,1693,ColonialVoice
72486,12203,Distinguish
72487,8902,Distinguish
72488,4137,Distinguish
72489,11438,Vista
72490,16359,Distinguish
72491,2530,SuperiorCard
72492,9369,ColonialVoice
72493,2119,SuperiorCard
72494,1885,Vista
72495,1668,Vista
72496,1205,Distinguish
72497,16464,Distinguish
72498,12865,SuperiorCard
72499,7748,SuperiorCard
72500,3038,SuperiorCard
72501,7594,ColonialVoice
72502,14767,Distinguish
72503,16453,SuperiorCard
72504,9882,ColonialVoice
72505,16561,ColonialVoice
72506,15093,Distinguish
72507,10587,Distinguish
72508,15131,Vista
72509,12701,Vista
72510,1978,Vista
72511,11314,ColonialVoice
72512,11926,SuperiorCard
72513,6575,SuperiorCard
72514,16476,Distinguish
72515,10945,SuperiorCard
72516,18489,ColonialVoice
72517,9988,Vista
72518,10201,SuperiorCard
72519,17444,Distinguish
72520,510,SuperiorCard
72521,11519,ColonialVoice
72522,7582,ColonialVoice
72523,16867,ColonialVoice
72524,8028,SuperiorCard
72525,10673,ColonialVoice
72526,2166,ColonialVoice
72528,8247,Distinguish
72529,11893,Vista
72530,9210,Distinguish
